
time,gFx,gFy,gFz,wx,wy,wz,
36.375756,-0.2590,0.8405,-0.6081,-1.0115,2.5014,0.3521,
36.476454,-0.2529,1.0000,-0.1859,0.3557,4.5686,-0.6472,
36.576887,-0.4588,-0.1892,0.3605,-0.7684,3.4067,-0.0888,
36.677485,0.1685,0.8083,0.2760,-0.7769,2.9743,-1.0539,
36.777752,0.1138,1.0179,-0.0281,-0.2527,2.4734,-0.3063,
36.877841,0.0029,0.9236,0.0347,-0.1367,2.7237,-0.4895,
36.978710,0.1348,1.0152,0.1634,-0.0474,2.7225,-0.2734,
37.079833,0.1499,1.0193,0.1113,0.2689,2.2766,-0.3625,
37.180596,0.0293,0.9553,0.1456,0.0490,1.9029,-0.2672,
37.280699,0.1531,0.9870,0.0268,-0.0536,1.4422,-0.2208,
37.380828,0.0847,1.0166,0.0491,-0.1587,0.8375,-0.0986,
37.481617,0.0742,1.0277,0.0230,-0.2051,0.2951,0.0345,
37.581832,0.0446,0.9795,-0.0230,-0.5325,0.0481,0.1873,
37.684000,0.0959,0.9497,0.0428,-0.7671,-0.2523,0.2948,
37.784192,0.1648,1.0718,-0.0666,-0.7561,-0.9170,0.0945,
37.884659,-0.0073,1.1095,0.1532,0.7624,0.5625,-0.5628,
37.984063,0.2496,1.1925,0.1341,1.6213,-2.0263,-0.7400,
38.085178,-0.0449,0.8183,0.0002,2.1344,0.2804,-1.1920,
38.185600,-0.1121,0.5593,-0.2772,1.7850,2.0738,-0.4394,
38.285635,-0.1258,0.5791,-0.6078,-0.1379,0.3829,-0.0118,
38.386523,-0.3054,0.9979,-0.9130,0.1625,1.4178,-0.6350,
38.486925,0.2081,0.6951,-0.3408,0.5316,-0.4344,-0.3332,
38.587297,-0.1388,1.2607,0.0735,-1.8067,-0.8022,1.1415,
38.688097,0.1050,0.7445,-0.1348,-1.7677,1.3102,0.8445,
38.786991,0.0705,0.8544,0.0000,-1.5869,0.1056,0.3608,
38.888258,0.0461,0.9658,0.1446,-1.5967,0.1118,0.7395,
38.987787,0.1057,1.2206,0.0864,-0.2271,-0.3965,0.7151,
39.089187,0.2200,1.0228,0.0102,2.4155,0.5565,-1.3863,
39.189901,0.4285,1.4684,-0.2827,1.3232,-3.1405,-1.4033,
39.290248,-0.2574,0.6709,-0.0486,1.3953,1.4092,-1.5170,
39.390624,0.0684,0.4897,-0.0488,-0.0194,3.0341,-0.4993,
39.490959,-0.1050,1.2118,-0.5662,-0.0610,0.7373,0.0615,
39.591688,-0.5087,0.7142,-0.9757,0.7477,2.4879,-0.8511,
39.691977,0.1418,0.3783,-0.8944,0.6989,0.2644,-0.2952,
39.792323,-0.2301,1.3678,-0.0286,-2.1770,-1.4289,1.4054,
39.892768,0.0185,0.6905,-0.0026,-1.8520,0.5930,0.9190,
39.993365,-0.0235,0.9358,-0.0068,-1.5551,-0.9830,0.4719,
40.093635,-0.0065,1.0762,0.1008,-1.1140,-0.1045,0.4988,
40.194203,-0.2739,1.5683,0.1837,0.8125,-0.8669,0.3766,
40.302297,0.6065,1.6304,0.4346,3.0104,-0.5541,-1.7992,
40.395567,0.0544,0.9621,-0.1788,1.6115,-0.4429,-1.5598,
40.495521,0.1138,0.1899,0.0835,1.8853,2.7470,-1.0687,
40.596767,0.0236,0.4207,-0.3437,-0.8343,1.2015,0.3963,
40.697620,-0.3357,1.0851,-0.8709,0.8223,1.1832,-0.4309,
40.798633,0.5548,1.2981,-0.3400,0.8724,-1.3666,-0.8561,
40.899689,-0.0349,1.4058,-0.0742,-1.8862,-1.5474,1.6130,
41.000283,0.0358,0.6956,-0.1073,-1.8960,0.4440,0.7272,
41.100711,0.0300,0.8850,-0.0016,-1.6369,-0.5834,0.4806,
41.201301,-0.0179,0.9658,0.1029,-1.4659,-0.0960,0.8055,
41.301530,-0.2699,1.3303,0.3363,-0.3530,-1.2419,0.2716,
41.402053,0.5932,1.3702,0.3332,3.1167,-0.3183,-1.7429,
41.502472,0.1385,1.0936,-0.2173,1.5907,-1.5705,-1.3911,
41.603421,0.0994,0.4901,0.2518,1.7618,2.8325,-1.5121,
41.703489,0.0373,0.4413,-0.1627,-0.3310,1.8111,0.2178,
41.803706,-0.3552,1.5241,-1.0523,0.7649,0.8729,-0.2647,
41.904636,0.1690,2.5067,-0.2682,-0.8539,-1.5890,0.2398,
42.005783,-0.1517,1.0130,0.2047,-1.9937,-2.4123,1.2489,
42.106611,0.1047,0.7601,-0.0828,-2.0340,0.5369,0.5416,
42.206736,0.0549,0.7894,-0.0375,-1.7152,-0.3745,0.6027,
42.307539,-0.0586,1.0338,0.0451,-1.7837,0.1044,0.7480,
42.406695,0.0784,1.1850,0.1895,-0.3322,-0.7092,0.2960,
42.508247,0.1162,1.0331,0.1956,2.1026,0.0030,-1.5121,
42.609706,0.2669,1.6113,-0.2618,1.4394,-3.2516,-1.5719,
42.710329,-0.1434,0.6551,-0.1153,1.3221,0.8521,-1.5964,
42.810768,0.0544,0.3529,-0.0496,0.4241,2.6834,-0.3319,
42.911441,-0.2763,1.2134,-0.4581,-0.5728,0.8619,0.6186,
43.011896,-0.3342,0.7320,-0.7026,0.5768,1.4776,-0.6165,
43.112015,0.1580,0.6680,0.3317,-0.6230,-1.6402,1.7193,
43.212343,-0.0461,0.8493,-0.0253,-2.4262,-0.2793,0.8018,
43.313059,0.0430,0.7310,0.0488,-1.5331,-0.0044,1.0658,
43.413536,0.0547,0.9523,-0.0647,-1.8582,-0.4857,0.7639,
43.513775,0.0326,1.2206,0.0996,-0.7818,-0.4723,0.3743,
43.614619,-0.0999,1.3436,0.6980,1.3232,0.2791,-0.9807,
43.715105,0.7092,1.8400,0.5013,2.3885,-1.2701,-1.9018,
43.815543,-0.4715,0.8847,-0.1725,1.5737,0.2289,-2.3099,
43.915950,-0.0561,0.1771,0.0481,1.2719,3.3517,-1.0064,
44.016487,0.0092,0.5107,-0.5222,-1.1495,1.0940,0.7200,
44.117035,-0.3794,0.8072,-0.8925,0.6049,1.6461,-0.3612,
44.217586,0.1886,0.4154,-0.7879,0.3728,-0.0324,-0.2659,
44.318001,-0.1109,1.2209,-0.1641,-2.1453,-2.1972,1.7303,
44.418809,0.0820,0.6397,-0.0065,-1.6541,0.4832,0.7798,
44.519524,-0.0249,0.9113,-0.0512,-1.6309,-0.6201,0.6944,
44.619860,0.0153,1.2923,0.2061,-1.1067,-0.2926,0.4756,
44.720444,0.0600,1.4515,0.3163,0.4705,0.1411,0.0052,
44.821338,0.5213,1.3580,0.2089,3.4551,-0.1314,-1.5891,
44.921780,-0.0032,0.9372,-0.1358,1.5357,-0.7532,-1.7099,
45.022261,0.0236,0.2502,0.1043,1.2683,3.2589,-1.7064,
45.122700,-0.0137,0.5097,-0.2066,-0.9662,1.6169,0.7114,
45.224175,-0.1924,1.0878,-0.7744,0.8321,0.9681,-0.4297,
45.324496,0.3769,1.0569,-0.0920,0.2078,-1.0403,-1.1920,
45.425101,-0.1768,1.3531,0.0713,-2.0390,-3.0562,1.9649,
45.525774,0.0430,0.7159,-0.0249,-1.6871,0.5295,0.7969,
45.626221,0.0300,0.9451,0.1055,-1.7507,-0.7374,0.5892,
45.726671,-0.2150,1.0816,0.0276,-1.0457,0.2094,1.0438,
45.827024,-0.1893,1.5165,0.1973,0.5669,-0.7032,0.2900,
45.927546,0.5145,1.4235,0.0612,3.5149,-0.5358,-1.6526,
46.028365,0.0386,0.9697,-0.0419,1.5236,-0.7362,-1.7650,
46.128605,0.1064,0.2444,0.2669,1.8656,3.2894,-1.4828,
46.229082,0.0223,0.4403,-0.1830,-0.8564,1.6499,0.4891,
46.329450,-0.3941,1.0723,-0.7563,0.7857,1.1880,-0.4443,
46.429789,0.7246,1.3284,-0.0274,0.4216,-0.7715,-0.8108,
46.530525,-0.1041,1.3040,0.0950,-2.0438,-2.7202,1.7463,
46.630869,0.0263,0.6448,-0.0032,-1.9412,0.7983,0.3326,
46.731629,-0.0256,0.8689,0.0796,-1.6064,-0.3048,0.9338,
46.831572,-0.0784,1.1337,0.1043,-1.2215,-0.0582,0.8202,
46.932319,-0.2240,1.4566,0.0633,0.3202,-0.5896,0.1763,
47.033107,0.6422,1.3553,-0.0253,3.8607,-0.7704,-1.4327,
47.133737,0.0847,1.0753,-0.1069,1.2035,-0.4894,-1.8187,
47.234438,0.0373,0.2568,0.1045,1.5517,2.9718,-1.4118,
47.334494,0.0339,0.3667,-0.2347,-0.9052,1.6291,0.5979,
47.435097,-0.3271,0.9984,-0.7659,0.9005,1.1880,-0.4980,
47.535291,1.3223,2.2089,0.9308,0.0234,-1.5058,0.4719,
47.635976,-0.0276,1.5165,0.1903,-2.1806,-2.3781,1.7365,
47.736421,0.0586,0.7350,-0.0072,-1.9645,-0.0984,0.4316,
47.836707,-0.0340,0.9241,0.0601,-1.4574,-0.4368,0.6504,
47.936999,-0.1593,0.9272,0.1414,-1.3071,0.2864,0.8287,
48.037011,0.2079,1.1666,0.1419,-0.6095,-1.1686,0.1152,
48.137873,0.1778,1.1471,0.1979,2.6524,-0.1558,-1.2983,
48.238407,0.2921,1.3071,-0.4524,1.4942,-2.3317,-1.3680,
48.338443,-0.0801,0.5146,0.1416,1.7753,2.3144,-1.2970,
48.438463,0.1250,0.4259,-0.1321,-0.1294,2.3071,0.0542,
48.539587,-0.2175,1.7650,-1.0466,0.2896,0.3805,-0.2159,
48.640146,0.2760,2.7999,0.2469,-0.4568,-1.5987,0.4353,
48.740438,-0.1031,1.1945,0.2932,-2.1488,-1.9921,1.5947,
48.841185,0.1280,0.7389,-0.0738,-2.0890,0.3866,0.4353,
48.941506,0.0733,0.8459,0.0379,-1.6956,-0.2585,0.6552,
49.042042,-0.1935,0.9629,0.1842,-1.5356,-0.0227,0.8922,
49.142240,-0.0286,1.2365,0.2279,-0.1416,-1.5070,0.2850,
49.241768,0.2953,1.2178,0.2301,3.4026,-0.0300,-1.4828,
49.342728,0.2821,1.0282,-0.3046,1.4710,-1.2799,-1.5341,
49.444422,-0.0356,0.2861,0.3552,1.7985,3.5582,-1.4143,
49.544270,0.0833,0.4191,-0.1172,-0.6156,2.0555,0.3449,
49.644787,-0.4041,1.1674,-0.8744,0.8907,1.3908,-0.5787,
49.745456,0.4133,0.3013,-0.5250,0.7454,-0.7069,-0.3600,
49.846141,-0.1255,1.2651,0.0442,-2.0413,-1.2847,1.4750,
49.946452,0.0542,0.6646,-0.0866,-2.1330,0.4172,0.7860,
50.046995,-0.0276,0.8666,0.0603,-1.9803,-0.8717,0.7139,
50.147493,-0.0075,1.3093,0.1360,-1.0200,0.0836,0.5819,
50.247766,0.1341,1.5060,0.4341,1.1619,0.4342,-0.6373,
50.348477,0.4223,2.0433,0.5709,2.6708,-0.3855,-1.8272,
50.448461,-0.4305,0.8566,-0.0796,1.6225,0.0128,-1.9727,
50.549139,0.0693,0.0692,-0.0310,1.4454,3.3529,-0.8243,
50.649840,-0.1544,0.8307,-0.5650,-1.1397,1.1307,0.5001,
50.750248,-0.0650,0.5661,-0.7272,0.6341,1.2700,-0.6923,
50.851129,-0.0776,0.7308,0.1546,-0.8576,-1.2236,1.1206,
50.951557,0.0479,0.9497,-0.1490,-2.4909,-0.4014,1.0755,
51.052234,0.1108,0.6184,-0.0016,-1.9840,-0.3330,0.8910,
51.152652,-0.0706,0.9910,-0.1698,-1.9718,-0.1033,1.0571,
51.252851,0.1744,1.3518,-0.0422,-0.6571,-0.7459,0.4048,
51.353435,0.1707,1.0040,0.1905,2.4997,0.5442,-1.6538,
51.453773,0.3124,1.4573,-0.4292,1.3636,-3.2956,-1.5891,
51.554464,-0.1779,0.5605,0.0918,1.4381,2.3926,-1.5158,
51.654559,0.1776,0.2854,-0.1463,0.1284,3.1171,-0.0191,
51.755342,-0.5091,1.3494,-1.0204,0.6929,0.7543,-0.3894,
51.855913,1.0078,2.3574,0.2613,0.8015,-1.5999,-0.5946,
51.956416,0.0214,1.2278,-0.2228,-2.1158,-1.8283,2.1934,
52.056350,0.0663,0.6194,-0.1441,-2.0976,0.7250,0.5599,
52.156735,-0.0005,0.9164,-0.0776,-1.7262,-0.5479,0.8262,
52.257351,-0.1239,1.1368,0.1311,-0.9932,-0.5809,0.5794,
52.357583,-0.4027,1.4019,0.2117,0.4375,-1.1516,0.0004,
52.458261,0.5589,1.4953,0.4830,2.8064,-0.0593,-2.1486,
52.558961,-0.1575,0.8051,0.0134,1.1961,-0.1900,-2.4284,
52.659752,0.0356,0.1596,-0.0121,1.8425,3.6473,-1.3032,
52.759858,0.0139,0.5559,-0.2970,-0.9516,1.2149,0.5049,
52.860267,-0.5309,1.1894,-0.7891,0.8724,1.6926,-0.5360,
52.960471,0.3722,1.1703,-0.5865,1.0202,0.1874,-0.2134,
53.061193,-0.1949,1.3538,0.0630,-2.4897,-2.4135,1.5373,
53.161803,0.0630,0.5852,0.0400,-2.3004,0.4172,0.4548,
53.262177,-0.0030,0.8945,-0.1265,-2.1488,-0.3158,0.9692,
53.362460,0.0400,1.2568,0.1380,-0.8258,-0.7374,0.4976,
53.462536,0.1716,1.4855,0.4248,1.6103,-0.4746,-0.6788,
53.563622,0.4141,1.8358,0.3375,2.5998,-0.6702,-2.0826,
53.664449,-0.3095,0.7911,-0.1727,1.5272,0.3647,-2.0692,
53.764775,0.0661,0.1095,-0.1201,1.0862,3.4995,-0.8914,
53.865194,-0.2015,1.0799,-0.4791,-0.8954,0.7385,0.6186,
53.966044,-0.4412,0.3150,-0.7009,0.5254,1.1917,-0.4907,
54.066114,0.1472,0.5080,0.2907,-0.6706,-1.4642,1.2356,
54.166684,0.0375,1.0382,-0.0879,-1.8032,0.1569,1.3479,
54.267120,0.1578,0.7166,0.0857,-1.6272,-0.5321,0.6539,
54.367656,-0.0230,1.0003,-0.0415,-1.6932,-0.6860,0.7309,
54.470875,0.0095,1.1964,0.2166,-0.4482,-0.3978,0.4916,
54.568355,-0.1612,1.2339,0.2574,1.7495,-0.0190,-1.6441,
54.669083,0.4742,1.7887,0.0466,1.6897,-2.8742,-1.9800,
54.769632,-0.4270,0.7350,-0.0060,1.4332,0.6725,-1.9092,
54.870119,0.0434,0.2170,-0.1160,0.7942,2.9803,-0.5800,
54.970622,-0.1698,1.4564,-0.5154,-0.5924,0.6273,0.5807,
55.070999,-0.3317,0.3590,-0.8565,0.1748,1.0989,-0.3026,
55.171915,0.1658,0.4440,0.2322,-0.3798,-1.0037,1.1183,
55.271905,-0.0154,1.0471,-0.0422,-1.8752,-0.2608,1.2587,
55.372546,0.1536,0.6785,0.0696,-1.7347,-0.2805,0.7200,
55.483802,-0.0356,1.0387,-0.0466,-1.8397,-0.4833,0.8873,
55.573027,0.0434,1.2167,0.1258,-0.5851,-0.6249,0.2936,
55.673916,-0.1131,1.3839,0.6711,1.5907,-0.3415,-1.0845,
55.773755,0.6165,1.9523,0.3515,2.1161,-2.0079,-1.8469,
55.874692,-0.4209,0.8263,0.0234,1.7802,0.5075,-1.9140,
55.974905,-0.0706,0.2009,-0.1172,1.2181,3.0609,-0.5335,
56.075374,-0.3268,0.9499,-0.5404,-0.7341,1.2149,0.3070,
56.175895,-0.3454,0.5598,-0.8377,0.3556,1.9627,-0.5873,
56.276365,0.1369,0.3562,0.1602,-0.5203,-1.2383,0.7309,
56.376545,-0.0808,1.1119,-0.1358,-2.0035,-0.8680,1.5324,
56.476937,0.2042,0.6431,0.1104,-1.8887,0.3267,0.5599,
56.577343,-0.0198,0.9436,-0.1153,-1.8410,0.0043,1.0095,
56.677879,-0.0053,1.1920,0.1373,-0.7659,-0.5296,0.5489,
56.778465,-0.3023,1.4340,0.5077,1.3843,0.2974,-0.9769,
56.878819,0.3630,1.7657,0.3268,1.8766,-1.2151,-2.2390,
56.979796,-0.3244,0.9350,-0.1216,1.1851,0.8569,-2.4711,
57.079826,-0.0279,0.1403,-0.0596,1.1118,3.3052,-0.7913,
57.180442,-0.0522,0.8491,-0.4798,-0.4372,1.2174,0.9545,
57.280856,-0.4074,0.6414,-0.6540,0.7832,1.8136,-0.5237,
57.381350,0.1981,0.2129,-0.3335,0.0649,0.1874,0.7029,
57.481456,-0.2506,1.1613,-0.1996,-2.4592,-1.3482,1.2576,
57.582303,-0.0012,0.6252,0.0984,-1.7347,0.8240,1.2501,
57.682889,0.0300,0.9783,0.0471,-1.9766,-0.6139,0.8788,
57.783264,-0.0154,1.1906,0.1052,-0.9321,-0.8022,0.5074,
57.883477,0.0917,1.1925,0.3444,1.8303,0.3426,-1.5353,
57.984628,0.4681,1.7464,-0.0933,1.5504,-2.9072,-2.0362,
58.084880,-0.1654,0.6309,-0.0041,1.6983,0.8448,-1.7284,
58.185513,0.0251,0.3436,-0.1516,0.7294,3.3627,-0.5225,
58.285498,-0.2157,1.1407,-0.5860,-0.7671,-0.0447,0.2118,
58.386076,-0.3277,0.3951,-0.5746,0.0600,0.9669,-0.5763,
58.486584,0.0766,0.3883,0.2667,-1.0640,-2.2987,1.4517,
58.587423,0.0361,0.8842,-0.0673,-1.7091,0.3169,1.2282,
58.687830,0.2252,0.7618,0.0933,-1.6676,-0.9646,0.8214,
58.788199,-0.0330,0.9544,-0.3347,-2.0890,-0.0740,0.9961,
58.888526,0.2443,1.3152,0.0256,-0.2894,-0.7545,0.3315,
58.989352,0.0446,1.1088,0.1355,2.5913,0.1594,-1.5621,
59.089536,0.5616,1.4743,-0.4481,1.1656,-3.4154,-1.9507,
59.190033,-0.1195,0.6429,0.0051,1.4930,1.4495,-1.6404,
59.290288,0.0789,0.3565,-0.0671,0.3275,3.0414,0.0957,
59.390531,-0.0992,1.6373,-1.0432,0.2872,-0.2951,-0.0314,
59.492010,-0.1959,1.4100,-0.2279,-0.7256,-1.3384,-0.2269,
59.592515,0.1262,0.3704,0.3130,-1.9315,-2.7471,1.6961,
59.693166,0.1138,0.7804,-0.0645,-1.4671,0.5002,0.8715,
59.793657,0.1309,0.7841,0.0931,-1.7409,-0.1240,0.6344,
59.894054,0.0214,1.0030,-0.1129,-2.1086,0.0934,1.2844,
59.994588,0.1331,1.3022,0.0476,-0.5875,-0.6714,0.4414,
60.095024,0.0996,1.0516,0.0994,2.1724,-0.1668,-1.9250,
60.195531,0.5902,1.7237,-0.2413,1.3404,-3.6902,-1.8822,
60.295881,-0.3159,0.6809,0.0581,1.6360,1.3555,-1.8859,
60.396206,0.0214,0.3362,-0.1641,0.5963,3.4592,-0.6165,
60.497010,-0.2301,1.3362,-0.4588,-0.7513,0.3817,0.5354,
60.597497,-0.4229,0.4195,-0.5518,0.2945,0.5515,-0.7253,
60.697639,0.0996,0.5576,0.3501,-1.3853,-2.3842,1.0669,
60.797878,0.0417,0.9013,-0.0710,-1.9167,0.1544,1.2869,
60.898514,0.1201,0.6585,0.0703,-1.7629,-0.2170,0.7139,
60.998962,0.0192,0.9744,-0.0801,-2.0683,-0.2046,1.0108,
61.099624,0.0444,1.2854,0.0149,-0.6951,-0.5321,0.4218,
61.199988,-0.0517,1.2262,0.4111,1.9158,-0.1448,-1.5953,
61.300431,0.5052,1.8409,0.1783,1.8107,-2.8337,-2.0265,
61.399937,-0.3934,0.7403,-0.0818,1.2781,0.8228,-1.9752,
61.501143,0.0527,0.1867,-0.0871,0.7821,3.0304,-0.6582,
61.601554,-0.1868,1.3511,-0.5331,-0.1990,0.8924,0.3889,
61.702136,-0.5737,0.2524,-0.9173,0.1321,1.5693,-0.5824,
61.802547,0.1844,0.0079,0.2289,-0.2247,-0.8693,0.7578,
61.902870,-0.0222,1.0660,-0.0871,-2.2491,-0.8570,1.3845,
62.003296,0.0200,0.6462,0.0843,-1.9620,0.2804,0.8433,
62.103700,0.0246,0.9353,-0.1441,-2.0719,-0.4906,0.9496,
62.204208,0.0610,1.2563,0.0151,-0.8221,-0.5382,0.2458,
62.304759,0.0525,1.5549,0.4624,1.2463,0.3316,-0.6362,
62.405371,0.5250,1.9502,0.5602,2.7038,-0.6750,-1.9189,
62.505691,-0.3850,0.9588,-0.0358,1.4882,0.2584,-2.2989,
62.606471,-0.0324,0.0746,0.0219,1.2671,3.3969,-0.9892,
62.706908,-0.0466,0.8439,-0.4979,-0.7378,1.4227,0.6809,
62.807705,-0.4278,0.6809,-0.8919,0.5841,1.8173,-0.5690,
62.907846,-0.1316,0.3318,-0.4106,0.9592,0.1801,-0.0913,
63.008304,-0.1676,1.3275,-0.1153,-2.3785,-2.2510,1.5812,
63.108702,0.0861,0.6614,0.0479,-1.8263,0.3952,0.6589,
63.209135,-0.0286,0.8806,0.0090,-1.7298,-0.6812,0.8628,
63.309592,-0.0471,1.0673,0.0554,-1.1775,-0.0752,0.6980,
63.409494,0.0197,1.5473,0.2731,0.7954,0.3244,0.0615,
63.510146,0.4693,1.5717,0.1649,3.4295,-0.2266,-1.9227,
63.609622,-0.1341,1.0284,-0.0923,1.6752,-0.5114,-2.3086,
63.710765,0.0124,0.1168,0.0989,1.7277,3.1673,-1.4608,
63.811611,-0.0156,0.4371,-0.1905,-0.6706,1.4642,0.4793,
63.912042,-0.4861,0.9693,-0.8455,0.2848,1.3909,-0.2782,
64.011317,2.3319,2.8915,0.8348,-0.6461,-2.4221,1.0425,
64.112995,-0.1901,1.6280,-0.0090,-2.0901,-3.4312,1.5520,
64.212557,0.1194,0.7027,-0.1455,-1.4109,0.9438,1.0229,
64.312230,0.0072,0.8041,0.0302,-1.3413,-0.6640,0.4353,
64.413810,-0.1031,0.7958,0.0571,-1.5991,0.7580,1.1622,
64.514229,0.0368,1.1762,0.1167,-0.4885,-0.7593,0.3571,
64.614662,0.2335,1.1622,0.2797,2.3972,-0.0568,-1.5586,
64.715064,0.2750,1.4674,-0.5128,1.1070,-3.0768,-1.5513,
64.815672,-0.1219,0.5207,0.1321,1.8095,2.0470,-1.3740,
64.916053,0.0663,0.3518,-0.0671,0.1895,2.5344,0.0052,
65.016603,-0.4871,1.9895,-1.0700,0.2567,0.2926,-0.1939,
65.116943,-0.1688,1.7312,-0.3207,-0.0169,-0.8680,-0.2183,
65.217627,-0.0848,1.0024,0.3799,-2.0560,-2.5491,1.0644,
65.317830,0.1470,0.8148,-0.0537,-1.9558,0.4025,0.8555,
65.418126,0.1474,0.7755,-0.0232,-1.5771,-0.3109,0.6894,
65.518922,-0.0137,1.0760,-0.0386,-1.8776,-0.0177,1.0009,
65.619331,-0.0549,1.2267,0.0088,-0.5338,-0.2120,0.4414,
65.720084,-0.1114,1.1948,0.4810,1.4869,-0.0862,-1.3520,
65.820428,0.3882,1.7687,0.2611,2.0343,-1.9774,-1.7797,
65.920965,-0.2885,0.8021,-0.0466,1.6140,0.5577,-1.9434,
66.021597,-0.0170,0.1711,-0.1751,0.7136,2.8740,-0.7033,
66.121794,-0.1038,1.0340,-0.5231,-0.7402,1.0622,0.6820,
66.222191,-0.4146,0.5023,-0.7642,0.4351,1.6316,-0.5702,
66.322575,0.1285,0.3714,0.2423,-0.0146,-0.7410,1.1939,
66.423358,-0.0706,1.0765,-0.1018,-2.4225,-0.7960,1.1769,
66.523687,-0.0528,0.6881,0.0931,-1.9533,0.1594,0.9826,
66.624203,0.0136,0.8994,-0.1125,-1.9130,-0.6298,0.8922,
66.724645,-0.0324,1.2173,0.1125,-0.7696,-0.5004,0.4059,
66.825053,0.0710,1.4261,0.7050,1.4857,-0.0153,-1.3069,
66.925704,0.5526,1.9973,0.3542,2.1016,-2.1594,-1.9337,
67.026362,-0.4278,0.8286,-0.0244,1.6812,0.3414,-2.2256,
67.126591,-0.0489,0.1312,-0.1040,1.2145,2.8520,-0.7706,
67.226950,-0.1106,0.8928,-0.4702,-1.2398,1.1881,0.6820,
67.327695,-0.3312,0.4943,-0.7893,0.6513,1.8686,-0.6900,
67.428449,0.0801,0.3690,-0.2643,0.1907,-0.1008,0.6014,
67.528731,-0.0582,1.1251,-0.0659,-2.4445,-1.2884,1.3382,
67.629038,-0.0303,0.7022,-0.0361,-1.5624,0.4967,0.9888,
67.729829,0.0170,0.9932,-0.0866,-1.7469,-0.4087,0.6454,
67.830366,0.1421,1.2500,0.1238,-1.1666,-0.4954,0.3656,
67.930945,-0.0764,1.6017,0.2921,1.1535,0.5002,-0.2782,
68.031367,0.5557,1.6704,0.2678,2.8968,-0.6750,-1.7198,
68.131719,-0.3865,1.0022,-0.2274,1.5077,-0.0007,-2.3893,
68.232544,-0.0012,0.1107,-0.0334,1.3978,3.2186,-1.1909,
68.332790,-0.0086,0.4950,-0.2599,-1.2545,1.3139,0.5061,
68.433262,-0.4854,1.0203,-0.7229,0.5328,1.0219,-0.4346,
68.533665,0.6561,1.0816,-0.4113,1.1253,-0.2646,-0.7437,
68.634707,-0.1148,1.3958,0.0473,-2.0255,-2.2975,1.5555,
68.735150,0.0796,0.6802,-0.0432,-1.8043,0.5515,0.6454,
68.835615,-0.0340,0.8630,0.0366,-1.3388,-0.7630,0.3376,
68.935852,-0.1933,0.8806,0.1008,-1.2155,-0.0348,0.9288,
69.036431,-0.1512,1.1835,0.2876,-0.2064,-1.4862,0.1958,
69.136727,0.4832,1.1090,0.2469,2.9969,-0.3134,-1.3948,
69.237157,0.0805,1.1359,-0.1795,1.1608,-1.6671,-1.6294,
69.337791,0.0747,0.5586,0.1541,1.8327,2.4953,-1.4327,
69.438353,0.1187,0.5085,-0.1336,-0.2845,2.1020,-0.0901,
69.538841,-0.1444,1.3839,-0.8054,-0.6523,-0.0507,0.5232,
69.639688,-0.4442,1.5397,-0.8976,-0.3370,0.1618,-0.3002,
69.739792,0.0733,0.6641,0.7845,-1.2704,-1.6976,1.6815,
69.839836,0.1627,0.8535,-0.0512,-1.7127,0.5296,0.4414,
69.940559,0.0270,0.8321,0.1539,-1.2423,0.1033,0.8543,
70.040792,-0.1363,0.9167,0.1432,-0.7512,-0.5089,0.4451,
70.141482,0.1478,1.0890,0.2135,-0.5631,-0.4929,0.1775,
70.242013,0.0214,1.3655,0.3769,0.2860,-0.1888,-0.5702,
70.341801,0.6923,1.0145,0.1089,2.6781,-1.7366,-1.1896,
70.442819,-0.1942,1.0313,-0.1026,1.2328,-1.3421,-1.3227,
70.543695,0.1201,0.6975,-0.0391,0.7942,1.5973,-1.1872,
70.652504,-0.0513,0.8351,-0.2469,-0.8196,1.1967,0.6320,
70.744336,-0.2868,0.8568,-0.6328,0.3508,0.8863,0.1775,
70.844524,0.4637,1.3271,0.2797,-0.0609,1.1942,-0.0058,
70.945225,-0.0232,1.0089,0.0822,-0.9064,0.4979,0.7468,
71.045810,0.1609,1.1016,-0.0847,-0.5142,0.4649,-0.0510,
71.146491,-0.0261,1.0262,-0.1241,-0.0243,0.3952,-0.1181,
71.246914,0.1883,1.0391,0.0112,-0.3138,0.4234,-0.1145,
71.347524,0.1434,0.5644,-0.1695,0.5169,-1.1771,-0.2416,
71.448230,-0.0037,0.8982,-0.0121,-0.3395,-0.2364,0.2251,
71.548675,0.1678,0.9483,0.0843,-0.3040,-0.4172,-0.0045,
71.648902,-0.0337,0.9768,0.1153,-0.1429,-0.5321,0.0235,
71.749589,-0.0468,1.0425,-0.0532,-0.0109,-0.5137,-0.0436,
71.849871,-0.0659,1.0467,-0.0522,-0.4030,-0.3316,-0.1316,
71.950478,0.0649,0.9749,0.0705,-0.1111,0.3696,-0.0901,
72.050952,-0.0121,1.0531,0.0358,-0.1172,0.1948,-0.1841,
72.151567,-0.1632,1.1630,0.0234,0.3300,-0.1693,-0.7180,
72.251594,-0.2392,1.0484,0.0330,0.0234,-0.3391,-0.4810,
72.351028,-0.2524,1.0294,0.0021,-0.3224,-1.0098,0.0077,
72.451369,-0.2233,1.1046,-0.2074,-0.2552,-0.0495,0.2178,
72.551673,-0.1232,0.9476,0.0901,-0.2039,0.0727,0.4377,
72.651587,-0.0635,1.3308,-0.0104,-0.9735,0.7360,0.1493,
